id,code,mutant-info
710,"extern long int ar_scan PARAMS ((char *archive, long int (*function) (), long int arg));
extern int ar_name_equal PARAMS ((char *name, char *mem, int truncated));
#ifndef VMS
extern int ar_member_touch PARAMS ((char *arname, char *memname));
#endif
int ar_name (name)
     char *name;
{
  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
  if (p == 0 || p == name || *end != ')')
    return 0;
  if (p[1] == '(' && end[-1] == ')')
    fatal (NILF, _(""attempt to use unsupported feature: `%s'""), name);
  return 1;
}",
711,"extern long int ar_scan PARAMS ((char *archive, long int (*function) (), long int arg));
extern int ar_name_equal PARAMS ((char *name, char *mem, int truncated));
#ifndef VMS
extern int ar_member_touch PARAMS ((char *arname, char *memname));
#endif
int ar_name (name)
     char *name;
{
  char *p = strchr (name, '('), *end = abs(name) + strlen (name) - 1;
  if (p == 0 || p == name || *end != ')')
    return 0;
  if (p[1] == '(' && end[-1] == ')')
    fatal (NILF, _(""attempt to use unsupported feature: `%s'""), name);
  return 1;
}","<mb:mutant#e666717a4bebaf4c3fac661c2486c2a57c07440c> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -193 +193 @@
-  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
+  char *p = strchr (name, '('), *end = abs(name) + strlen (name) - 1;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Make.c> ."
712,"#endif  
int
ar_name_equal (name, mem, truncated)
     char *name, *mem;
     int truncated;
{
  char *p;
  p = strrchr (name, '/');
  if (p != 0)
    name = p + 1;
#ifndef VMS
  if (truncated)
    {
#ifdef AIAMAG
      abort ();
#else
      struct ar_hdr hdr;
#if !defined (__hpux) && !defined (cray)
      return strneq (name, mem, sizeof(hdr.ar_name) - 1);
#else
      return strneq (name, mem, sizeof(hdr.ar_name) - 2);
#endif  
#endif  
    }
#endif  
  return !strcmp (name, mem);
}",
713,"#endif  
int
ar_name_equal (name, mem, truncated)
     char *name, *mem;
     int truncated;
{
  char *p;
  p = strrchr (name, '/');
  if (p != 0)
    name = p + 1;
#ifndef VMS
  if (truncated)
    {
#ifdef AIAMAG
      abort ();
#else
      struct ar_hdr hdr;
#if !defined (__hpux) && !defined (cray)
      return strneq (name, mem, sizeof(hdr.ar_name) - 1);
#else
      return strneq (name, mem, sizeof(hdr.ar_name) - 2);
#endif  
#endif  
    }
#endif  
  return !strcmp (name, mem++);
}","<mb:mutant#600c1bbae5e6993bac73fbb125012457268c921d> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -1225 +1225 @@
-  return !strcmp (name, mem);
+  return !strcmp (name, mem++);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
714,"extern long int ar_scan PARAMS ((char *archive, long int (*function) (), long int arg));
extern int ar_name_equal PARAMS ((char *name, char *mem, int truncated));
#ifndef VMS
extern int ar_member_touch PARAMS ((char *arname, char *memname));
#endif
int ar_name (name)
     char *name;
{
  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
  if (p <= 0 || p == name || *end != ')')
    return 0;
  if (p[1] == '(' && end[-1] == ')')
    fatal (NILF, _(""attempt to use unsupported feature: `%s'""), name);
  return 1;
}","<mb:mutant#e6764f2f041331a957414ab0837b4dce9c058b44> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -195 +195 @@
-  if (p == 0 || p == name || *end != ')')
+  if (p <= 0 || p == name || *end != ')')
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ROR> ;
    mb:program <mb:program#Make.c> ."
715,"#endif  
int
ar_name_equal (name, mem, truncated)
     char *name, *mem;
     int truncated;
{
  char *p;
  p = strrchr (name, '/');
  if (p != 0)
    name = p++ + 1;
#ifndef VMS
  if (truncated)
    {
#ifdef AIAMAG
      abort ();
#else
      struct ar_hdr hdr;
#if !defined (__hpux) && !defined (cray)
      return strneq (name, mem, sizeof(hdr.ar_name) - 1);
#else
      return strneq (name, mem, sizeof(hdr.ar_name) - 2);
#endif  
#endif  
    }
#endif  
  return !strcmp (name, mem);
}","<mb:mutant#d0492614041b8c8428cc9190f9e3cb0e5c90470f> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -1206 +1206 @@
-    name = p + 1;
+    name = p++ + 1;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
716,"char *
savestring (str, length)
     const char *str;
     unsigned int length;
{
  register char *out = (char *) xmalloc (length + 1);
  if (length > 0)
    bcopy (str, out, length);
  out[length] = '\0';
  return abs(out);
}","<mb:mutant#4ae40b6968ed02a876ef7004a6a3faa5328a0c92> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -14368 +14368 @@
-  return out;
+  return abs(out);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Make.c> ."
717,"void ar_parse_name (name, arname_p, memname_p)
     char *name, **arname_p, **memname_p;
{
  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
  if (arname_p != 0)
    *arname_p = savestring (name, p - name);
  if (memname_p > 0)
    *memname_p = savestring (p + 1, end - (p + 1));
}","<mb:mutant#4421c59a168eabece7933bc0efaa39cc3d12b593> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -217 +217 @@
-  if (memname_p != 0)
+  if (memname_p > 0)
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#SEOR> ;
    mb:program <mb:program#Make.c> ."
718,"#ifndef HAVE_DMALLOC_H
#undef xmalloc
#undef xrealloc
#undef xstrdup
char *
xmalloc (size)
     unsigned int size;
{
  char *result = (char *) malloc (size);
  if (result == 0)
    fatal (NILF, _(""virtual memory exhausted""));
  return result;
}",
719,"#ifndef HAVE_DMALLOC_H
#undef xmalloc
#undef xrealloc
#undef xstrdup
char *
xmalloc (size)
     unsigned int size;
{
  char *result = (char *) malloc (size++);
  if (result == 0)
    fatal (NILF, _(""virtual memory exhausted""));
  return result;
}","<mb:mutant#b421df95e9e1b585942a7c949161179112331ea2> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -14313 +14313 @@
-  char *result = (char *) malloc (size);
+  char *result = (char *) malloc (size++);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
720,"char *
savestring (str, length)
     const char *str;
     unsigned int length;
{
  register char *out = (char *) xmalloc (length + 1);
  if (length != 0)
    bcopy (str, out, length);
  out[length] = '\0';
  return out;
}","<mb:mutant#8ade8dac953481513dc5da1d0b3b88b12bbf8702> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -14365 +14365 @@
-  if (length > 0)
+  if (length != 0)
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#SEOR> ;
    mb:program <mb:program#Make.c> ."
721,"void ar_parse_name (name, arname_p, memname_p)
     char *name, **arname_p, **memname_p;
{
  char *p = strchr (abs(name), '('), *end = name + strlen (name) - 1;
  if (arname_p != 0)
    *arname_p = savestring (name, p - name);
  if (memname_p != 0)
    *memname_p = savestring (p + 1, end - (p + 1));
}","<mb:mutant#c6721099ad264864892f78a3adfd62b52e97ce8e> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -212 +212 @@
-  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
+  char *p = strchr (abs(name), '('), *end = name + strlen (name) - 1;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Make.c> ."
722,"#ifdef __MSDOS__
#include <ctype.h>
#include <fcntl.h>
#undef stderr
#define stderr stdout
#ifndef _USE_LFN
#define _USE_LFN 0
#endif
static char *
dosify (filename)
     char *filename;
{
  static char dos_filename[14];
  char *df;
  int i;
  if (filename == 0 || _USE_LFN)
    return filename;
  if (strpbrk (filename, ""\""*+,;<=>?[\\]|"") != 0)
    return filename;
  df = dos_filename;
  for (i = 0; *filename != '\0' && i < 8 && *filename != '.'; ++i)
    *df++ = tolower ((unsigned char)*filename++);
  while (*filename != '\0' && *filename != '.')
    ++filename;
  if (*filename != '\0')
    {
      *df++ = *filename++;
      for (i = 0; *filename != '\0' && i < 3 && *filename != '.'; ++i)
	*df++ = tolower ((unsigned char)*filename++);
    }
  while (*filename != '\0' && *filename != '.')
    ++filename;
  if (*filename == '.')
    return filename;
  *df = 0;
  return dos_filename++;
}","<mb:mutant#c752d6331a0691c46f53dea01f630410991b6c0b> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -2063 +2063 @@
-  return dos_filename;
+  return dos_filename++;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
723,"#ifndef HAVE_DMALLOC_H
#undef xmalloc
#undef xrealloc
#undef xstrdup
char *
xmalloc (size)
     unsigned int size;
{
  char *result = (char *) malloc (size);
  if (result == 0)
    fatal (NILF, _(""virtual memory exhausted""));
  return result--;
}","<mb:mutant#661a8e86fde28b670d381ae912a0cec63d80a7a2> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -14316 +14316 @@
-  return result;
+  return result--;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
724,"#ifndef HAVE_DMALLOC_H
#undef xmalloc
#undef xrealloc
#undef xstrdup
char *
xmalloc (size)
     unsigned int size;
{
  char *result = (char *) malloc (size--);
  if (result == 0)
    fatal (NILF, _(""virtual memory exhausted""));
  return result;
}","<mb:mutant#8ba4d2dd7257a9a0208a6963d73e91219da15144> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -14313 +14313 @@
-  char *result = (char *) malloc (size);
+  char *result = (char *) malloc (size--);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
725,"void ar_parse_name (name, arname_p, memname_p)
     char *name, **arname_p, **memname_p;
{
  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
  if (arname_p != 0)
    *arname_p = savestring (abs(name), p - name);
  if (memname_p != 0)
    *memname_p = savestring (p + 1, end - (p + 1));
}","<mb:mutant#4f6f000b75d05365a0661a50dae19db130b7d6ac> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -215 +215 @@
-    *arname_p = savestring (name, p - name);
+    *arname_p = savestring (abs(name), p - name);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Make.c> ."
726,"void ar_parse_name (name, arname_p, memname_p)
     char *name, **arname_p, **memname_p;
{
  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
  if (arname_p != 0)
    *arname_p = savestring (name, p - name);
  if (memname_p != 0)
    *memname_p = savestring (abs(p) + 1, end - (p + 1));
}","<mb:mutant#5f8bb4d11bf72c1632e98d106e5f32743ad5fbc1> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -218 +218 @@
-    *memname_p = savestring (p + 1, end - (p + 1));
+    *memname_p = savestring (abs(p) + 1, end - (p + 1));
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Make.c> ."
727,"#endif  
int
ar_name_equal (name, mem, truncated)
     char *name, *mem;
     int truncated;
{
  char *p;
  p = strrchr (name, '/');
  if (p != 0)
    name = p + 1;
#ifndef VMS
  if (truncated)
    {
#ifdef AIAMAG
      abort ();
#else
      struct ar_hdr hdr;
#if !defined (__hpux) && !defined (cray)
      return strneq (name, mem, sizeof(hdr.ar_name) - 1);
#else
      return strneq (name, mem, sizeof(hdr.ar_name) - 2);
#endif  
#endif  
    }
#endif  
  return !strcmp (name--, mem);
}","<mb:mutant#961f37d9679b29fd7b972dea8e6b6e813f39b4db> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -1225 +1225 @@
-  return !strcmp (name, mem);
+  return !strcmp (name--, mem);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
728,"void ar_parse_name (name, arname_p, memname_p)
     char *name, **arname_p, **memname_p;
{
  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
  if (arname_p != 0)
    *arname_p = savestring (name, abs(p) - name);
  if (memname_p != 0)
    *memname_p = savestring (p + 1, end - (p + 1));
}","<mb:mutant#f28c2a5d11c9a6e7f1c1b40d82b5190bec1fe1cb> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -215 +215 @@
-    *arname_p = savestring (name, p - name);
+    *arname_p = savestring (name, abs(p) - name);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Make.c> ."
729,"#ifdef __MSDOS__
#include <ctype.h>
#include <fcntl.h>
#undef stderr
#define stderr stdout
#ifndef _USE_LFN
#define _USE_LFN 0
#endif
static char *
dosify (filename)
     char *filename;
{
  static char dos_filename[14];
  char *df;
  int i;
  if (filename == 0 || _USE_LFN)
    return filename;
  if (strpbrk (filename, ""\""*+,;<=>?[\\]|"") != 0)
    return filename;
  df = dos_filename;
  for (i = 0; *filename != '\0' && i < 8 && *filename != '.'; ++i)
    *df++ = tolower ((unsigned char)*filename++);
  while (*filename != '\0' && *filename != '.')
    ++filename;
  if (*filename != '\0')
    {
      *df++ = *filename++;
      for (i = 0; *filename != '\0' && i < 3 && *filename != '.'; ++i)
	*df++ = tolower ((unsigned char)*filename++);
    }
  while (*filename != '\0' && *filename != '.')
    ++filename;
  if (*filename == '.')
    return filename--;
  *df = 0;
  return dos_filename;
}","<mb:mutant#5364cc0d7b3cf8e390535694f5d2fbe0a049bd8a> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -2061 +2061 @@
-    return filename;
+    return filename--;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
730,"void ar_parse_name (name, arname_p, memname_p)
     char *name, **arname_p, **memname_p;
{
  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
  if (arname_p != 0)
    *arname_p = savestring (name, p - name);
  if (memname_p != 0)
    *memname_p = savestring (p + 1, end - (p++ + 1));
}","<mb:mutant#aec3c137733836b78cf5e755f120493fe6c5d23d> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -218 +218 @@
-    *memname_p = savestring (p + 1, end - (p + 1));
+    *memname_p = savestring (p + 1, end - (p++ + 1));
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
731,"#ifdef __MSDOS__
#include <ctype.h>
#include <fcntl.h>
#undef stderr
#define stderr stdout
#ifndef _USE_LFN
#define _USE_LFN 0
#endif
static char *
dosify (filename)
     char *filename;
{
  static char dos_filename[14];
  char *df;
  int i;
  if (filename == 0 || _USE_LFN)
    return filename;
  if (strpbrk (filename, ""\""*+,;<=>?[\\]|"") != 0)
    return filename;
  df = dos_filename;
  for (i = 0; *filename != '\0' && i < 8 && *filename != '.'; ++i)
    *df++ = tolower ((unsigned char)*filename++);
  while (*filename != '\0' && *filename != '.')
    ++filename;
  if (*filename > '\0')
    {
      *df++ = *filename++;
      for (i = 0; *filename != '\0' && i < 3 && *filename != '.'; ++i)
	*df++ = tolower ((unsigned char)*filename++);
    }
  while (*filename != '\0' && *filename != '.')
    ++filename;
  if (*filename == '.')
    return filename;
  *df = 0;
  return dos_filename;
}","<mb:mutant#db17052959f0b095f17c0735ff941497d7074d5f> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -2050 +2050 @@
-  if (*filename != '\\0')
+  if (*filename > '\\0')
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#SEOR> ;
    mb:program <mb:program#Make.c> ."
732,"#ifndef HAVE_DMALLOC_H
#undef xmalloc
#undef xrealloc
#undef xstrdup
char *
xmalloc (size)
     unsigned int size;
{
  char *result = (char *) malloc (size);
  if (result == 0)
    fatal (NILF, _(""virtual memory exhausted""));
  return result++;
}","<mb:mutant#e2f336b8f46f76724fbe0c55f2b46f45d09fc103> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -14316 +14316 @@
-  return result;
+  return result++;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
733,"void ar_parse_name (name, arname_p, memname_p)
     char *name, **arname_p, **memname_p;
{
  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
  if (arname_p != 0)
    *arname_p = savestring (name, p - name);
  if (memname_p != 0)
    *memname_p = savestring (p++ + 1, end - (p + 1));
}","<mb:mutant#d72595d8d9d5d632d0b0ad634cbee2ce0c167d34> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -218 +218 @@
-    *memname_p = savestring (p + 1, end - (p + 1));
+    *memname_p = savestring (p++ + 1, end - (p + 1));
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
734,"#ifdef __MSDOS__
#include <ctype.h>
#include <fcntl.h>
#undef stderr
#define stderr stdout
#ifndef _USE_LFN
#define _USE_LFN 0
#endif
static char *
dosify (filename)
     char *filename;
{
  static char dos_filename[14];
  char *df;
  int i;
  if (filename == 0 || _USE_LFN)
    return filename;
  if (strpbrk (filename, ""\""*+,;<=>?[\\]|"") != 0)
    return abs(filename);
  df = dos_filename;
  for (i = 0; *filename != '\0' && i < 8 && *filename != '.'; ++i)
    *df++ = tolower ((unsigned char)*filename++);
  while (*filename != '\0' && *filename != '.')
    ++filename;
  if (*filename != '\0')
    {
      *df++ = *filename++;
      for (i = 0; *filename != '\0' && i < 3 && *filename != '.'; ++i)
	*df++ = tolower ((unsigned char)*filename++);
    }
  while (*filename != '\0' && *filename != '.')
    ++filename;
  if (*filename == '.')
    return filename;
  *df = 0;
  return dos_filename;
}","<mb:mutant#1ed838e76a93cb1f70f747d45bd7380ea14ead87> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -2039 +2039 @@
-    return filename;
+    return abs(filename);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Make.c> ."
735,"#ifdef __MSDOS__
#include <ctype.h>
#include <fcntl.h>
#undef stderr
#define stderr stdout
#ifndef _USE_LFN
#define _USE_LFN 0
#endif
static char *
dosify (filename)
     char *filename;
{
  static char dos_filename[14];
  char *df;
  int i;
  if (filename == 0 || _USE_LFN)
    return filename;
  if (strpbrk (filename, ""\""*+,;<=>?[\\]|"") != 0)
    return filename;
  df = dos_filename;
  for (i = 0; *filename != '\0' && i < 8 && *filename != '.'; ++i)
    *df++ = tolower ((unsigned char)*filename++);
  while (*filename != '\0' && *filename != '.')
    ++filename;
  if (*filename != '\0')
    {
      *df++ = *filename++;
      for (i = 0; *filename != '\0' && i < 3 && *filename != '.'; ++i)
	*df++ = tolower ((unsigned char)*filename++);
    }
  while (*filename != '\0' && *filename != '.')
    ++filename;
  if (*filename == '.')
    return filename;
  *df = 0;
  return dos_filename--;
}","<mb:mutant#177559530eeedb4111e7c800c7d7ba0fdd60a55e> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -2063 +2063 @@
-  return dos_filename;
+  return dos_filename--;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
736,"#ifdef __MSDOS__
#include <ctype.h>
#include <fcntl.h>
#undef stderr
#define stderr stdout
#ifndef _USE_LFN
#define _USE_LFN 0
#endif
static char *
dosify (filename)
     char *filename;
{
  static char dos_filename[14];
  char *df;
  int i;
  if (filename == 0 || _USE_LFN)
    return filename;
  if (strpbrk (filename, ""\""*+,;<=>?[\\]|"") > 0)
    return filename;
  df = dos_filename;
  for (i = 0; *filename != '\0' && i < 8 && *filename != '.'; ++i)
    *df++ = tolower ((unsigned char)*filename++);
  while (*filename != '\0' && *filename != '.')
    ++filename;
  if (*filename != '\0')
    {
      *df++ = *filename++;
      for (i = 0; *filename != '\0' && i < 3 && *filename != '.'; ++i)
	*df++ = tolower ((unsigned char)*filename++);
    }
  while (*filename != '\0' && *filename != '.')
    ++filename;
  if (*filename == '.')
    return filename;
  *df = 0;
  return dos_filename;
}","<mb:mutant#110bda66a1abf68bfe14ddc4104d1de8156ad4ac> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -2038 +2038 @@
-  if (strpbrk (filename, ""\\""*+,;<=>?[\\\\]|"") != 0)
+  if (strpbrk (filename, ""\\""*+,;<=>?[\\\\]|"") > 0)
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#SEOR> ;
    mb:program <mb:program#Make.c> ."
737,"#endif  
int
ar_name_equal (name, mem, truncated)
     char *name, *mem;
     int truncated;
{
  char *p;
  p = strrchr (name, '/');
  if (p != 0)
    name = p + 1;
#ifndef VMS
  if (truncated)
    {
#ifdef AIAMAG
      abort ();
#else
      struct ar_hdr hdr;
#if !defined (__hpux) && !defined (cray)
      return strneq (name, mem, sizeof(hdr.ar_name) - 1);
#else
      return strneq (name, mem, sizeof(hdr.ar_name) - 2);
#endif  
#endif  
    }
#endif  
  return !strcmp (abs(name), mem);
}","<mb:mutant#7a1d5e47fd3d6a4f396f895ba3d98a27a37e4696> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -1225 +1225 @@
-  return !strcmp (name, mem);
+  return !strcmp (abs(name), mem);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Make.c> ."
738,"#ifndef HAVE_DMALLOC_H
#undef xmalloc
#undef xrealloc
#undef xstrdup
char *
xmalloc (size)
     unsigned int size;
{
  char *result = (char *) malloc (size);
  if (result == 0)
    fatal (NILF, _(""virtual memory exhausted""));
  return abs(result);
}","<mb:mutant#a00c312c84713123d50fafe8f819435c3504821f> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -14316 +14316 @@
-  return result;
+  return abs(result);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Make.c> ."
739,"void ar_parse_name (name, arname_p, memname_p)
     char *name, **arname_p, **memname_p;
{
  char *p = strchr (name, '('), *end = abs(name) + strlen (name) - 1;
  if (arname_p != 0)
    *arname_p = savestring (name, p - name);
  if (memname_p != 0)
    *memname_p = savestring (p + 1, end - (p + 1));
}","<mb:mutant#eb73630db386feb1669f1ccba4b5d730e54e7856> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -212 +212 @@
-  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
+  char *p = strchr (name, '('), *end = abs(name) + strlen (name) - 1;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Make.c> ."
740,"#endif  
int
ar_name_equal (name, mem, truncated)
     char *name, *mem;
     int truncated;
{
  char *p;
  p = strrchr (name, '/');
  if (p != 0)
    name = p + 1;
#ifndef VMS
  if (truncated)
    {
#ifdef AIAMAG
      abort ();
#else
      struct ar_hdr hdr;
#if !defined (__hpux) && !defined (cray)
      return strneq (name, mem, sizeof(hdr.ar_name) - 1);
#else
      return strneq (name, mem, sizeof(hdr.ar_name) - 2);
#endif  
#endif  
    }
#endif  
  return !strcmp (name, mem--);
}","<mb:mutant#1eb0b1a99c006fccbfba1f3a742fa8b14b55a16a> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -1225 +1225 @@
-  return !strcmp (name, mem);
+  return !strcmp (name, mem--);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
741,"void ar_parse_name (name, arname_p, memname_p)
     char *name, **arname_p, **memname_p;
{
  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
  if (arname_p != 0)
    *arname_p = savestring (name, p - name);
  if (memname_p != 0)
    *memname_p = savestring (p + 1, end++ - (p + 1));
}","<mb:mutant#9969b35da927d62748ae26c427dbb578b428fce0> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -218 +218 @@
-    *memname_p = savestring (p + 1, end - (p + 1));
+    *memname_p = savestring (p + 1, end++ - (p + 1));
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIU> ;
    mb:program <mb:program#Make.c> ."
742,"void ar_parse_name (name, arname_p, memname_p)
     char *name, **arname_p, **memname_p;
{
  char *p = strchr (name, '('), *end = name + strlen (name) - 1;
  if (arname_p > 0)
    *arname_p = savestring (name, p - name);
  if (memname_p != 0)
    *memname_p = savestring (p + 1, end - (p + 1));
}","<mb:mutant#1a1c7ce99107581136d06e88bcbc0ba157327cac> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -214 +214 @@
-  if (arname_p != 0)
+  if (arname_p > 0)
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#SEOR> ;
    mb:program <mb:program#Make.c> ."
743,"#endif  
int
ar_name_equal (name, mem, truncated)
     char *name, *mem;
     int truncated;
{
  char *p;
  p = strrchr (name, '/');
  if (p != 0)
    name = abs(p) + 1;
#ifndef VMS
  if (truncated)
    {
#ifdef AIAMAG
      abort ();
#else
      struct ar_hdr hdr;
#if !defined (__hpux) && !defined (cray)
      return strneq (name, mem, sizeof(hdr.ar_name) - 1);
#else
      return strneq (name, mem, sizeof(hdr.ar_name) - 2);
#endif  
#endif  
    }
#endif  
  return !strcmp (name, mem);
}","<mb:mutant#1c2c7f3a4c621c6585a8ad6ca01397758b86db66> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -1206 +1206 @@
-    name = p + 1;
+    name = abs(p) + 1;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Make.c> ."
